height,weight,dash40,vert_jump,bench_reps,broad_jump,cone_time,shuttle_time
73,252,4.88,,25,116,7.37,4.43
75,260,4.91,34.5,23,116,6.96,4.18
72,210,4.4,36.5,15,122,6.81,4.25
79,344,5.39,25,21,92,,
73,205,4.45,38,,116,7.17,4.21
77,309,5.44,28.5,21,102,8.45,5.11
75,276,5.08,,,,,
76,214,5.18,,,,,
74,222,5.09,23,,97,,4.42
73,215,4.55,34.5,16,118,,
74,198,4.44,35.5,,119,7.31,4.16
74,304,5.27,32,33,105,7.87,4.54
72,239,4.63,38,,127,6.68,4.14
75,256,4.98,35,30,116,7.35,4.33
72,190,4.98,,,,,
75,307,5.27,28.5,25,103,7.69,4.49
76,317,5.05,,21,,,
79,325,5.39,28.5,28,102,,
71,206,4.66,37.5,15,119,6.81,4.09
73,307,5.24,27,27,96,7.85,4.69
72,193,4.6,,,,,
77,232,5.1,29,,110,7.36,4.49
71,182,4.44,36,14,128,,4.23
75,253,5.2,,,,,
75,266,4.84,32.5,23,115,7.31,4.3
74,224,4.57,36.5,,131,,
80,258,4.62,37.5,22,118,7.47,4.67
77,233,4.67,33.5,,116,6.76,4.1
74,300,5.55,25,20,90,8.17,4.97
77,334,5.57,,21,,7.92,4.82
70,188,4.34,37.5,,117,7.06,4.26
76,271,4.89,,,,7.6,4.34
71,232,4.62,,,,,
74,257,4.93,34,,111,7.49,4.42
73,227,4.57,,,,,
72,231,4.76,33,18,108,7.29,4.3
72,188,4.58,33.5,,110,7.37,4.19
82,328,5.28,,19,,,
76,209,4.61,37,,120,6.95,4.29
75,301,4.99,,23,,,
70,226,4.56,35,20,112,7,4.35
66,201,4.58,,15,,,
75,267,4.88,29.5,,110,,
73,236,4.65,39,23,129,7.19,4.17
74,216,4.63,40,14,123,6.79,4.15
77,254,4.54,33.5,17,115,6.81,4.01
72,250,4.88,32,21,111,7.41,4.38
73,224,5,,,,,
78,315,5.32,24.5,,101,7.73,4.85
76,314,5.38,26.5,19,100,7.63,4.53
73,214,4.56,37.5,,121,7.07,4.17
70,235,4.89,28,26,103,7.69,4.32
73,209,4.45,40.5,11,122,7.09,4.17
71,231,4.5,41,25,125,7.31,4.22
75,307,5.25,,27,,,
75,216,4.78,32.5,,112,,
72,194,4.71,41,18,125,6.75,4.35
74,213,4.46,39.5,,128,7,4.33
73,209,4.63,40,21,127,6.89,4.1
77,216,4.57,35,,122,7.41,4.47
75,316,4.97,30.5,30,109,7.93,4.92
75,214,4.58,33,,114,7.17,4.46
75,324,5.15,28.5,20,101,8.13,4.98
77,352,5.25,,30,,,
75,313,5.4,28.5,25,102,7.82,4.55
74,313,5.12,29,,106,8.06,4.6
70,197,4.68,,,,,
76,310,5.6,,24,,,
77,300,5.36,24.5,24,100,7.58,4.59
76,217,4.57,35,,122,6.81,4.14
80,330,5.38,21,19,94,8.01,4.83
78,259,5.06,,,,,
78,268,4.77,32.5,20,114,7.09,4.52
72,254,4.85,29,35,101,7.72,4.7
74,252,4.83,33,27,109,7.31,4.48
75,253,4.88,,18,,,
76,307,5.44,24.5,24,97,8.17,4.84
75,252,4.67,37.5,19,113,7.05,4.34
77,337,5.11,,32,,,
74,212,4.73,,,,,
78,303,5.12,26.5,23,100,7.45,4.7
73,233,4.76,37,22,125,7,4.14
80,316,5.25,27.5,20,96,7.82,4.68
71,241,4.84,33.5,27,113,7.19,4.15
76,235,4.65,32,17,117,7.24,4.22
72,200,4.47,36,,117,6.94,4.08
72,245,4.82,30.5,21,104,7.74,4.63
73,240,4.49,36.5,,118,,
72,205,4.62,40,,125,,4.16
76,261,4.78,29,21,105,7.29,4.21
73,218,4.7,37,15,115,7.05,4.25
68,201,4.42,32.5,17,105,6.94,4.37
77,211,4.42,41,14,133,,
74,202,4.4,36,15,118,7.13,4.24
75,339,5.27,25,36,96,8.28,4.8
74,217,4.82,,,,,
71,183,4.41,36.5,,121,,
74,211,4.4,37,,126,6.81,4.08
77,339,5.73,19.5,,74,8.09,4.86
77,304,4.96,29,26,102,7.38,4.59
72,238,4.49,,,,,
70,209,4.69,30.5,,108,7.21,4.27
77,223,4.75,33,,112,7,4.11
77,309,5.35,25,16,101,7.53,4.79
70,204,4.4,40,18,132,,
79,334,5.16,30.5,28,112,8.23,4.83
75,233,4.66,39,19,122,7.21,4.17
69,179,4.48,34.5,,115,6.87,4.07
69,214,4.45,35.5,25,121,,
74,197,4.52,38,,127,6.84,4.08
72,236,4.59,37,,120,7.03,4.29
74,213,4.44,,,,,
75,245,4.54,,25,,,
79,295,4.7,40.5,35,120,7.19,4.36
74,269,4.72,34,25,111,7.49,4.54
74,214,4.47,36.5,,120,6.7,3.99
76,248,4.61,38.5,24,129,6.97,4.48
79,310,4.94,29,,108,7.47,4.44
77,300,5.08,32,31,110,7.84,4.51
74,302,5.08,,,,,
69,189,4.72,,14,,,
77,262,4.63,33,27,116,7.75,4.51
72,189,4.44,,,,,
77,229,4.48,,,,,
73,194,4.57,,,,,
70,231,5,38.5,26,115,7.12,4.33
76,267,4.8,,25,,,
77,258,4.64,35,,119,7.17,4.36
75,218,4.75,,,,,
77,280,4.85,,,,,
73,228,4.79,35,25,117,7.06,4.3
72,210,4.51,41,15,124,7.24,4.21
75,304,5.17,25.5,,103,7.81,4.83
78,255,4.71,36,19,123,7.31,4.52
76,305,5.07,30,27,106,7.8,4.65
72,198,4.39,37,,127,,
77,288,4.75,,,,,
71,243,4.73,33,23,114,7.27,4.43
74,247,4.7,37,19,115,7.37,4.35
75,250,4.73,35,25,115,7.5,4.36
74,199,4.43,34.5,12,124,7.02,4.46
76,271,4.69,33,22,111,,
72,182,4.43,,10,,,
75,208,4.53,36,,129,6.69,4.19
71,203,4.67,30,15,112,6.9,4.19
73,196,4.7,,,,6.94,4.21
76,300,4.84,32,28,105,7.4,4.63
73,240,4.43,35,31,122,7.29,4.32
75,266,4.77,30,25,109,7.09,4.75
72,237,4.72,,19,111,,
74,215,4.75,29.5,,111,6.81,4.17
74,313,5.36,25.5,24,93,8.24,4.81
76,316,5.47,26.5,34,90,8.15,5.04
73,196,4.46,38.5,17,125,6.67,4.3
77,330,5.38,,19,,,
76,261,5.02,32,21,107,7.47,4.76
74,239,4.78,,33,,,
74,240,4.42,41.5,24,124,6.86,4.34
71,236,4.69,,22,,,
75,320,5.1,28.5,40,101,7.75,4.72
70,179,5.08,,,,,
70,191,4.46,35.5,26,121,,
78,252,4.78,35,,116,6.96,4.41
74,221,4.51,33,,125,6.81,4.35
71,189,4.67,,,,,
76,254,4.72,35.5,28,112,7.29,4.17
69,198,4.55,34,,112,6.7,4.09
78,324,5.07,27.5,33,107,,
72,193,4.46,33,,124,6.9,4.29
71,190,4.45,33.5,17,111,7,4.37
77,323,5.4,25.5,31,97,7.87,4.89
75,297,5.2,27,22,108,7.67,4.81
76,290,5.38,26.5,,96,,
78,268,5,29,21,106,7.38,4.8
69,202,4.56,35.5,14,120,7.71,4.43
74,259,4.73,,15,,,
75,240,4.82,32.5,19,106,7.01,4.31
73,243,4.62,,,,,
79,306,5.2,,22,,,
76,203,5.03,,,,,
78,296,4.9,33.5,33,110,7.06,4.18
74,225,4.6,,24,,,
79,270,4.78,30,16,111,7.26,4.32
72,181,,,,,,
74,309,5.02,29,29,104,7.78,4.82
70,218,4.63,36.5,23,121,,
72,188,4.36,32.5,,123,7,4.15
75,257,4.94,30,34,111,7.07,4.43
73,190,4.53,35,17,122,6.78,4.31
74,313,5.1,26,34,,,
69,199,4.57,35.5,18,120,7.18,4.51
70,207,4.49,,27,120,,
71,184,4.57,34.5,,123,6.99,4.3
71,206,4.62,34,,118,7.09,
73,212,5.18,,,,,
76,272,4.69,30.5,32,111,7.28,4.32
73,236,4.77,29.5,18,113,,
74,216,4.55,35,17,122,6.69,4.26
71,216,4.54,,25,,,
70,211,4.75,30,19,108,7.25,4.53
76,302,5.13,26,31,102,7.51,4.65
70,181,4.5,35.5,,115,6.66,4.14
73,207,4.41,,,,,
69,239,4.64,31,24,104,7.28,4.37
70,193,4.56,,16,,,
75,249,4.77,,19,,,
78,315,5.62,27.5,21,97,8.1,4.92
77,250,4.58,34.5,26,122,6.89,4.22
75,306,5.42,25,20,94,8.26,4.78
73,230,4.51,36,25,121,6.77,4.09
73,328,5.4,,25,,,
76,231,4.76,,19,,7.14,4.46
75,312,5.22,,,,,
74,238,4.73,32,19,113,,
78,209,4.49,36,,125,6.89,4.27
76,290,5.15,,22,,,
77,239,5.26,,,,,
71,174,4.3,,,123,6.85,4.21
74,211,4.57,32.5,17,117,,
73,225,4.95,,,,,
76,249,4.65,,19,,,
71,204,4.61,34.5,10,122,6.84,4.17
78,324,5.19,30,22,111,7.38,4.53
75,314,5.28,,34,,,
76,301,5.08,32.5,34,103,7.5,4.4
71,203,4.45,36.5,20,121,7.28,4.3
73,206,4.51,34.5,22,121,6.72,4.27
74,222,4.96,32.5,,106,6.95,4.46
71,178,4.38,,,,,
74,205,4.6,34.5,12,115,7.37,4.46
72,193,4.44,38,,123,6.54,4.08
76,215,4.84,,,,,
72,195,4.42,,10,,,
72,202,4.45,36,16,120,6.6,4.1
75,311,5.18,26.5,29,103,7.99,4.72
76,232,5,29.5,,108,6.99,4.28
71,193,4.39,37.5,15,125,6.5,4.07
72,228,4.77,33,,111,7.5,4.62
76,313,4.91,29,22,104,7.59,4.68
76,248,4.84,28.5,15,106,7.05,4.68
76,300,5.04,30.5,24,108,7.63,4.79
76,305,5.09,25.5,22,100,7.78,4.52
72,230,4.6,32,26,107,7.19,4.52
74,302,5.35,24.5,29,96,8,4.8
74,243,4.59,33,23,107,7.25,4.29
77,261,4.8,32,21,112,,4.4
74,227,4.58,,23,,,
78,302,5.11,28.5,20,109,7.6,4.87
71,230,4.4,36,26,127,6.96,4.14
78,334,5.59,,30,94,,
73,254,4.75,29.5,23,115,7.06,4.43
75,210,4.67,34.5,,120,,
71,186,4.48,36.5,,122,6.62,4.32
72,204,4.32,37,,123,7.02,4.22
77,308,5.29,27,28,106,7.45,4.65
72,191,4.45,35.5,15,120,7.12,4.4
70,185,4.32,36,27,122,6.94,4.12
70,190,4.56,28.5,16,114,7.28,4.43
74,233,4.68,,24,,,
69,245,4.77,30,25,103,7.1,4.42
71,203,4.45,38,,123,7,4.17
70,190,4.44,29.5,11,111,7.18,4.3
75,278,4.92,33,18,110,,
72,200,4.52,32.5,12,121,6.89,4.28
72,305,5.05,30,33,,7.65,4.56
71,193,4.48,,14,,,
70,210,4.54,37,21,122,7,4.14
72,193,4.52,39,14,126,7.09,4.39
76,219,4.62,,,,,
72,232,4.59,38,19,116,,4.07
75,205,4.62,33,15,114,7.04,4.32
74,270,4.84,34,33,118,7.5,
77,239,4.35,,,,,
75,310,5.15,29,28,108,7.47,4.49
71,202,4.42,39,,121,7.05,4.28
77,309,5.46,25.5,28,98,7.8,4.88
73,207,4.54,34,22,119,7.06,4.2
75,210,4.5,34,,129,7.03,4.31
75,299,4.96,26,34,104,7.5,4.34
76,217,4.49,,,,,
73,239,4.78,,,,,
77,298,5.08,32,20,106,7.44,4.47
75,218,4.85,32.5,,112,6.94,4.44
75,234,5.37,25,,91,7.77,4.64
74,288,4.96,,24,,,
72,213,4.35,37.5,,123,,
74,237,4.78,34,19,109,7.27,4.45
72,209,4.74,32.5,,113,7.03,4.41
73,255,5.08,,,,,
73,226,4.52,34.5,28,122,6.88,4.22
70,204,4.54,34,14,119,7.13,
75,303,5.46,27.5,34,104,8.1,4.84
71,215,4.46,35.5,20,125,7.05,4.55
79,309,5.08,30.5,,100,7.68,4.54
72,190,4.4,39.5,,129,6.94,4.08
76,286,4.98,28,27,108,7.79,4.46
74,277,4.81,31,27,108,7.1,4.12
69,185,4.57,34.5,14,122,6.96,4.32
73,203,4.39,36,17,129,6.61,4.17
72,256,4.75,29.5,14,113,7.14,4.47
70,205,4.52,33.5,19,114,7.13,4.35
75,276,4.88,,,,,
71,181,4.58,33,17,118,7.44,4.76
71,213,4.59,,22,,,
73,211,4.53,34,,118,6.84,4.16
74,214,4.39,37.5,,121,6.97,4.31
73,309,5.15,24,24,106,7.94,4.65
72,201,4.89,,,,,
71,195,4.47,35,11,111,7.06,4.33
76,256,4.87,34,,115,7.01,4.42
76,252,4.79,34,19,117,7.35,4.49
75,249,4.87,32,22,108,7.29,4.25
74,217,4.54,32,,110,6.87,4.35
77,274,4.92,34,26,118,7.19,4.35
75,299,5.32,28,27,105,7.48,4.53
77,261,4.82,32,17,115,7.38,4.53
69,231,4.75,31,16,107,,4.56
78,250,4.7,30.5,16,120,,
75,293,5.35,25.5,28,101,7.98,4.84
74,225,4.41,40,19,119,,
74,206,4.49,37.5,15,,,
71,198,4.48,34.5,,,,
71,207,4.83,32.5,,111,7.29,4.53
73,218,4.64,,20,,,
79,257,4.89,31,20,109,7.35,4.57
73,232,4.64,33.5,29,110,7.29,4.45
71,220,4.52,36.5,23,118,7.1,4.34
75,325,5.37,,24,,,
74,302,5.07,30,29,111,7.46,
71,232,4.7,35.5,20,121,7.12,4.43
69,227,4.77,34.5,24,118,7.33,4.34
78,254,4.51,35.5,23,114,7.04,4.48
77,308,5.2,26.5,20,105,7.62,4.67
70,193,4.74,,,,,
73,215,4.83,31.5,,112,7.05,4.36
78,231,4.98,30.5,,104,7.32,4.58
72,201,4.59,33,15,,7.31,4.72
75,252,4.74,34.5,,111,7.21,4.31
74,285,5.1,32.5,21,118,7.47,4.43
72,220,4.6,35,20,106,7,4.3
73,210,4.8,32.5,21,110,7.49,
73,217,4.4,38.5,,127,7.09,4.4
73,243,4.84,30.5,23,106,7.01,4.48
74,208,4.79,34,,112,7.35,4.49
75,224,4.47,34.5,19,122,6.84,3.9
74,299,4.93,34,,112,,
77,270,5.03,,,,,
71,207,4.4,35.5,16,123,6.84,4.16
71,202,4.54,,,,,
74,238,4.7,37,22,116,6.94,4.2
76,250,5.07,25.5,15,101,7.31,4.41
76,232,4.73,,24,,,
74,201,4.58,36.5,,125,6.99,4.19
75,326,5.24,,40,,,
77,265,4.91,,,,,
71,204,4.38,,16,,,
73,234,,,,,,
75,200,4.51,39.5,,119,7.09,4.34
78,279,5,33,20,112,7.5,4.54
69,179,4.47,35,,123,6.71,4.21
74,199,4.38,39,19,127,6.83,4.28
73,255,4.71,33,21,116,7.23,4.43
75,259,4.67,40.5,27,121,6.89,4.26
75,244,4.78,36,20,115,6.96,4.47
72,193,4.44,34,17,118,6.67,4.15
76,223,4.58,35,16,,,
77,226,4.91,29.5,,114,7.16,4.42
70,229,4.77,31.5,9,113,,4.54
77,265,4.83,,,,,
75,310,5.12,26.5,25,102,7.49,4.69
75,301,5.13,29,23,102,7.47,4.74
77,235,4.71,33.5,20,111,6.85,4.13
75,300,5.24,33,25,101,7.47,4.29
74,252,5.05,,,,,
74,247,4.74,37.5,27,122,7,4.27
73,179,4.39,40,10,127,,
75,319,5.09,,21,,,
75,229,4.62,,,,,
77,322,5.3,24.5,28,102,8.35,5.05
70,194,4.58,37.5,18,,,
73,236,4.51,36.5,26,116,7.01,4.12
74,241,4.62,30.5,,109,7.34,
74,225,4.55,34.5,15,123,7.22,4.42
74,209,4.35,36.5,18,121,6.92,4.39
70,193,4.44,33.5,14,,,
74,173,4.55,,,,,
74,240,4.8,32,26,110,7.19,4.42
71,220,4.5,38,18,114,7.22,4.34
70,174,4.51,,11,,,
72,197,4.44,38,,120,6.68,4.19
72,225,4.72,,,,,
71,230,4.79,30,,111,7.06,4.37
76,344,5.1,29.5,,103,7.66,4.69
79,270,4.83,,,,,
75,261,4.7,32.5,30,112,7.14,4.43
78,306,4.79,,27,,,
74,216,4.6,,22,,,
75,226,4.75,30.5,,108,6.77,4.41
75,306,5.4,28.5,34,101,7.72,4.81
75,297,5.2,29.5,21,99,7.62,4.57
69,194,4.59,33,17,,,
74,207,5.08,27,,104,7.29,4.6
75,218,4.58,39,13,132,7.13,4.44
71,197,4.56,35,,120,6.91,4.14
74,303,5.18,,32,,,
77,319,5.86,24.5,22,91,8.7,5.01
72,212,4.63,33,,,,
76,237,5.12,28.5,,107,7.25,4.76
74,204,4.5,36,,122,7.22,4.28
76,296,5.19,27,26,100,7.78,4.64
70,195,4.5,34,,125,6.98,4.23
72,236,4.92,32,26,108,7.17,4.36
74,216,5.06,30.5,,110,7.39,4.6
79,311,4.92,33,28,110,7.95,4.88
75,314,5.23,,27,,,
76,216,4.62,33.5,,127,6.81,4.11
73,234,4.66,35,25,123,6.89,4.32
74,307,5.11,,26,,,
78,216,4.57,36.5,13,118,7.09,4.34
74,306,5.18,28.5,42,,,
77,301,5.06,32.5,32,117,,
76,309,5.28,,,,,
76,252,4.9,33.5,16,108,7.23,4.58
79,327,5.38,26,24,94,7.95,5.14
70,195,4.36,40.5,,126,7.07,4.4
70,206,4.55,40.5,19,123,7.18,4.39
72,225,4.61,,21,,,
75,245,4.85,29.5,16,115,,
75,245,4.59,,25,,,
71,203,4.48,33.5,11,113,6.78,4.12
73,222,4.48,38.5,22,129,6.96,4.16
73,199,4.54,33.5,17,,,
71,184,4.42,32.5,,123,6.99,4.29
71,196,4.68,32.5,13,108,,
73,205,4.45,38.5,,125,7.03,4.24
73,242,4.51,39,22,119,7.23,4.46
73,195,4.62,37.5,,127,6.81,4.2
69,189,4.39,36.5,20,120,7.07,4.43
76,327,5.43,27,,103,8.33,5
67,186,4.39,35.5,22,116,6.69,4.08
73,266,4.74,,,,,
72,208,4.58,36.5,,120,6.89,4.34
74,242,4.9,31,24,111,7.2,4.46
71,228,4.66,34,14,115,7.23,4.43
71,192,4.36,36.5,16,123,6.93,4.23
75,317,5.4,,27,92,8.34,4.92
70,232,4.47,31.5,,115,,
76,307,5.15,,,,,
76,274,4.7,36.5,26,108,7.06,4.4
71,207,4.58,,,,,
74,219,4.56,35.5,,111,6.78,4.08
72,204,4.63,32.5,16,115,7.07,
74,212,4.59,34,,121,6.9,4.49
74,232,4.69,30,,110,,4.47
77,225,4.98,21.5,,108,7.51,4.6
78,309,5.17,26,23,111,7.97,4.78
72,236,4.87,,17,111,,
69,170,4.36,30.5,,134,6.88,
70,183,4.58,27.5,13,103,6.81,4.25
75,203,4.55,,,,,
71,192,4.43,,16,,,
75,253,4.51,32.5,27,117,6.9,4.51
77,309,5.5,,28,,,
76,308,5.29,29,33,103,7.65,4.82
72,210,4.68,34,23,117,7.08,4.34
78,243,4.61,31,22,117,6.92,4.23
74,223,4.34,31.5,17,121,7.07,4.27
76,310,5.01,,34,,,
77,303,5.18,26.5,9,109,7.65,4.65
73,244,4.9,,25,,,
78,259,4.68,34,18,118,7.64,4.53
71,209,4.48,26,15,110,7.15,4.22
68,204,4.81,29.5,,112,7.22,4.73
70,194,4.64,31.5,12,118,6.97,4.27
75,246,4.85,31.5,29,112,7.08,4.56
77,248,4.98,27,21,113,7.14,4.28
75,323,5.28,23.5,28,103,8.44,5.33
75,281,4.78,,,,,
77,214,4.65,31.5,,118,6.92,4.23
71,196,4.61,31,17,113,7.21,4.43
76,285,5.06,,24,,,
74,218,4.82,22.5,,99,,4.58
73,223,4.79,34,15,119,7.21,4.3
72,197,4.39,30.5,18,122,7.1,4.21
75,223,4.74,,14,,,
72,213,4.52,33.5,25,118,6.97,4.24
73,211,4.69,36.5,19,120,7.12,4.47
71,204,4.31,34,19,120,,4.4
72,160,4.41,30.5,,115,6.97,
74,207,4.79,,,,,
74,211,4.96,28,,112,7.22,4.19
75,230,4.81,30,,115,7.13,4.55
72,204,5.2,,,,,
74,202,4.49,30,13,120,7.18,4.38
74,246,4.82,,18,,,
68,204,4.51,36,25,128,7.17,
76,315,5.07,27.5,24,105,7.58,4.52
76,318,5,28,20,111,7.75,4.64
70,174,4.49,,,119,6.88,4.24
72,257,5.12,,17,,,
72,201,4.44,38.5,10,125,6.77,4.2
73,245,4.65,,,,,
72,204,4.35,33,,124,6.75,4.11
74,229,4.57,,24,,,
80,290,5.04,29.5,16,111,7.45,4.69
77,251,4.88,30.5,20,113,7.12,4.28
69,177,5.12,,,,,
72,191,4.45,35.5,20,128,,4.08
72,195,4.63,31.5,,119,7.07,4.36
72,254,4.69,33,16,109,7.4,4.72
71,200,4.38,30.5,,122,6.8,4.22
78,314,5.14,23,24,102,7.6,4.82
70,215,4.48,34,20,119,6.88,
78,309,5.18,,24,,,
76,305,5.3,21,25,95,8.38,5.03
77,315,5.28,23,23,106,7.47,4.68
74,249,5.15,25.5,20,107,7.61,4.73
77,317,5.54,22.5,26,97,7.71,4.87
74,231,4.67,,,,,
79,270,4.63,33,24,,,
76,308,5.11,24.5,23,107,7.9,4.8
77,245,4.61,28,29,111,7.29,4.55
76,252,5.07,30.5,21,118,,
77,299,5.32,,,,,
78,262,4.59,28,22,118,7.25,4.38
75,255,4.68,,24,,,
75,252,4.78,29,19,109,7.34,4.47
68,199,4.5,,,,,
73,207,4.5,35.5,,122,6.85,4.27
72,206,4.39,31.5,16,110,,
73,265,4.95,,23,108,,
76,292,5.2,26,21,111,7.58,4.67
75,195,4.58,,,,,
72,229,4.71,30.5,,118,7.01,4.35
73,297,5.12,,,,,
76,296,5.38,25,,99,7.62,4.75
72,209,4.59,,,,,
71,176,4.51,31,,120,6.57,4.12
77,212,4.85,,,,,
72,231,4.79,27,19,112,,
77,327,5.58,24.5,27,101,8.36,5.18
80,310,5.28,,21,,,
72,309,5.26,26.5,34,105,7.78,4.73
76,263,4.71,27,,109,7.64,4.65
73,211,4.61,,,,,
76,315,5.51,23,22,98,8.08,4.84
72,241,4.68,32.5,30,110,7.2,4.46
75,251,4.83,29,24,115,6.8,4.19
78,254,4.85,,22,,,
76,243,4.82,27.5,20,117,7.15,4.38
78,236,4.84,28.5,,110,6.82,4.27
70,189,4.55,30,14,117,,
74,296,5,,28,,,
74,231,4.79,28,,109,7.21,4.34
69,171,4.4,34,18,128,7.29,4.26
68,194,4.62,26.5,26,112,6.96,
73,217,4.44,33,23,118,6.84,4.23
72,214,4.37,34.5,,,,
72,210,4.42,36.5,20,125,6.9,4.19
74,248,4.72,28.5,22,111,6.9,4.22
74,256,4.96,28,29,105,7.28,4.49
75,266,4.65,35.5,37,125,7.12,4.4
79,303,5.2,22.5,23,108,7.56,4.63
75,305,5.27,27,31,110,7.21,4.64
74,268,4.98,,19,,,
72,207,4.43,32.5,14,121,7.28,4.4
74,245,4.63,31.5,28,118,6.86,4.26
73,234,4.62,35,22,118,,
70,186,4.37,30.5,14,116,7.08,4.1
73,235,4.76,31.5,20,113,6.77,4.22
77,305,5.29,26,30,108,8.03,4.82
71,219,4.6,30.5,24,114,,
70,187,4.53,27.5,17,118,6.91,4.16
70,201,4.69,31.5,13,119,7.09,4.32
75,259,4.53,29.5,30,120,7.31,4.42
75,303,5.31,,26,,,
74,245,4.47,36.5,15,126,7.07,4.42
78,314,5.27,26,25,100,7.69,4.75
71,232,4.89,,,,,
74,193,4.54,29.5,,122,,
77,217,4.45,31.5,18,125,6.84,4.2
75,213,4.56,28.5,,120,7.03,4.43
76,264,4.84,,21,117,,
75,317,5.06,,26,,,
69,206,4.69,28,23,110,,
77,271,4.84,28.5,31,113,7.27,4.36
71,187,4.57,,14,117,,
76,291,5.14,27,34,108,7.55,4.54
73,226,4.64,26.5,22,116,7.22,4.48
80,259,4.87,30.5,17,123,6.92,4.42
68,190,4.52,29,14,117,7.1,4.44
75,244,4.73,31,23,113,7.16,4.5
75,230,4.92,25.5,,106,7.17,4.4
76,207,4.55,31.5,,126,7.08,4.3
71,226,4.61,27.5,23,111,6.85,4.24
72,230,4.95,26.5,,112,7.4,4.29
71,231,4.68,32,,122,7.01,4.2
73,240,4.64,30.5,26,117,7.15,
77,309,5.16,,,,,
76,263,4.84,32.5,,121,7.33,
72,212,4.54,28.5,14,109,7.34,4.35
72,237,4.45,34.5,27,,,
75,221,4.49,29.5,15,126,,
74,244,4.82,31,20,119,7.07,4.25
70,194,4.44,,,,,
76,274,4.91,29,26,109,7.62,4.75
76,271,4.82,31,31,108,7.08,4.4
69,182,4.33,29.5,,122,6.81,4.38
70,169,4.35,,,120,,
72,192,4.52,36,13,125,6.96,4.15
70,219,4.7,,22,,,
70,197,4.38,34,18,117,7.21,4.4
69,187,4.52,26.5,13,115,7.33,4.37
72,207,4.41,32,27,127,,
74,210,4.46,32.5,,121,7.07,4.26
75,213,4.53,33.5,,110,7.56,4.42
71,177,4.5,32,14,118,6.75,4.18
75,242,4.69,26,25,,,
71,197,4.24,35,,130,,
77,273,4.76,25.5,18,123,7.29,4.32
70,207,4.44,33.5,,124,6.9,4.19
75,293,5.24,21,23,98,7.4,4.58
75,271,5.06,26.5,23,107,7.42,4.66
74,239,4.58,34,29,126,6.7,3.98
74,242,4.67,34,26,119,6.88,4.23
77,343,5.27,26,31,,,
76,241,4.99,24,,107,7.07,4.35
74,242,4.53,38,26,131,6.88,4.14
76,224,4.68,,,,,
73,205,4.59,30.5,15,112,7.25,4.41
71,192,4.31,34,14,127,7.14,4.31
77,287,4.95,27,24,114,7.72,4.69
74,238,4.85,28.5,27,113,7.68,4.55
72,202,4.94,,,,,
73,304,5.09,30.5,35,103,7.37,4.49
72,200,4.41,31,15,120,7.07,4.3
74,245,4.82,,26,,,
74,298,5.25,23,,104,7.6,4.56
69,194,4.52,,8,,,
72,246,4.79,24.5,23,105,7.69,4.56
79,313,5.22,27.5,37,102,7.44,4.73
75,272,4.75,34,,124,7.02,4.21
71,201,4.54,33.5,16,116,7.31,4.38
71,226,4.68,28,22,111,,
72,181,4.59,32,16,117,7.34,4.27
73,227,4.71,,27,,,
75,290,5.05,24.5,26,112,7.61,4.7
73,242,4.54,32,,114,7.31,4.29
73,205,4.61,29,,112,7.12,4.48
73,249,4.74,26,24,110,7.12,4.31
72,293,5.47,21.5,23,97,7.5,4.73
76,330,5.3,,29,,,
73,211,4.33,33,,128,,
76,311,5.38,23,30,101,7.58,4.72
70,190,4.38,33.5,17,121,7.06,4.1
69,188,4.53,29.5,11,109,,
69,203,4.69,25.5,,109,,
70,183,4.92,,13,,,
70,225,4.41,33.5,26,117,,4.18
76,276,4.73,,17,,,
73,234,4.58,32.5,23,123,6.75,4.21
73,198,4.39,37.5,23,129,6.85,4.14
76,222,4.56,34.5,9,119,7.08,4.3
71,195,4.47,28,,120,7.09,4.3
78,233,4.74,27,16,110,7.08,4.43
76,305,4.84,28,31,105,7.73,4.55
76,231,5.07,26.5,16,108,7.43,4.6
72,219,4.46,,,,,
72,205,4.5,33,21,119,7.12,4.41
75,223,4.68,24.5,18,109,,
76,320,5.38,21.5,29,100,7.74,4.89
75,217,4.51,31,,123,7.03,4.35
77,341,5.22,25.5,31,109,7.91,4.68
77,225,4.61,31,,113,7.01,4.38
72,238,4.67,29.5,26,118,,
76,347,5.32,23,32,104,8.07,4.95
76,268,4.84,,29,,,
71,228,4.52,31,17,112,,
74,249,4.9,29.5,24,108,7.03,4.23
74,227,4.92,,,,,
78,322,5.55,22.5,27,102,,
71,192,4.59,29,19,111,6.94,4.44
71,224,4.47,34,19,125,6.96,4.29
73,198,4.55,,,,,
74,206,4.55,,,,,
74,212,4.48,32.5,19,121,6.97,4.27
71,189,4.7,32.5,12,114,7.04,4.4
75,301,4.99,25,29,110,7.49,4.47
79,312,5.3,26,24,112,7.71,4.86
71,188,4.37,34,18,123,7.2,4.07
74,292,5.1,22.5,23,108,7.78,4.87
75,301,5.09,25.5,28,100,,
75,224,4.5,28.5,,117,6.95,4.29
77,315,5.16,25.5,28,108,8.01,5.14
76,301,5.33,23,21,108,7.47,4.53
71,205,5.05,,,,,
69,201,4.48,34.5,20,130,6.88,4.32
68,199,4.42,31.5,23,119,6.65,4.2
77,295,5.22,26.5,22,107,7.58,4.69
79,320,5.45,25.5,24,100,8,5.16
71,194,4.64,,14,114,7.01,4.36
