height,weight,dash40,vert_jump,bench_reps,broad_jump,cone_time,shuttle_time
74,319,5.05,29.5,26,98,7.84,4.59
71,224,4.62,34.5,19,117,6.86,4.15
76,323,5.08,,,,,
74,234,4.63,,17,,,
72,205,4.54,37,17,120,7.04,4.11
71,242,4.65,33,25,115,7.2,4.34
71,208,4.52,,23,,,
75,313,5.47,,26,,,
74,218,4.94,29.5,,104,7.17,4.45
74,242,4.91,33,30,,,
72,196,4.51,40,17,121,7.05,4.07
67,186,4.57,36,,114,6.9,4.15
71,194,4.62,,,120,,
75,267,4.79,34.5,27,114,7.17,4.25
75,244,4.87,,28,,7.62,4.7
74,202,4.93,,,,,
75,271,4.79,38.5,19,118,7.08,4.05
70,195,4.51,33,10,113,6.97,4.26
77,277,4.98,32,,108,7.52,4.48
77,309,5.14,32.5,22,111,7.68,4.54
73,212,4.43,41,23,131,6.98,4.06
71,229,4.59,38.5,17,121,,
76,310,5.19,30,23,101,8.09,4.79
71,206,4.4,,22,,,
71,185,4.53,37.5,20,124,6.61,3.98
72,228,4.53,35,,120,7.38,4.33
76,305,5.1,27,21,108,7.7,4.63
73,203,4.48,36,,124,6.77,4.27
74,213,4.35,45,18,139,7.06,4.3
75,293,4.86,29,29,110,7.23,4.37
73,211,4.42,33,,120,6.71,3.98
74,289,4.9,,,,,
73,191,4.36,38,15,129,7.05,4.07
77,299,5.01,33,,110,7.64,4.65
79,301,5.26,32.5,26,107,8.07,4.6
72,217,4.62,40,15,125,7.15,4.25
68,185,4.56,37,10,115,7.17,4.32
74,248,4.8,,25,,,
73,201,4.62,37,13,122,,
71,193,4.38,41.5,12,129,6.94,4.14
73,196,4.51,32.5,,119,7.14,4.28
69,217,4.61,34,17,116,7,4.18
74,216,4.49,36.5,23,124,6.86,4.18
75,220,4.57,35.5,16,115,7.25,4.12
77,320,5.07,33,,103,7.91,4.47
72,225,4.95,29,16,107,7.38,4.37
74,316,5.18,33,32,105,7.53,4.46
72,235,4.93,28,21,109,,4.49
76,254,4.97,,23,,,
72,254,4.93,,,,,
76,255,4.72,,15,,,
75,260,4.74,29.5,19,100,7.56,4.53
72,195,4.46,35,,115,7.03,4.32
69,196,4.56,35.5,17,113,7.22,4.15
75,296,5.31,27.5,23,107,8.14,4.7
78,313,5.31,32,17,101,7.84,4.77
70,185,4.33,37,13,122,6.7,4.11
70,182,4.5,33.5,9,115,7.2,4.26
76,304,5.25,29,28,99,7.99,4.75
73,208,4.65,39.5,,119,7.09,4.33
76,284,5.06,,26,,,
76,269,4.56,42,,138,,
68,218,4.58,34,26,120,,
69,220,4.8,35.5,16,117,7.63,4.5
69,192,4.52,,,,,
75,255,4.77,34,27,120,7.1,4.25
77,313,5.15,30.5,30,112,7.48,4.63
75,208,4.56,31,,117,7.09,4.26
78,353,5.55,29.5,,,,4.77
73,223,4.63,32.5,,118,6.95,4.1
76,323,5.33,26.5,,97,,4.74
73,191,5.06,,,,,
76,318,5.25,24,20,99,,4.76
78,306,5.01,32.5,25,,7.25,4.33
74,266,4.93,36.5,28,121,7.34,4.4
78,329,5.31,,37,,,
71,254,4.94,33.5,23,114,7.56,4.4
75,261,4.6,32.5,19,112,7.4,4.32
77,238,4.73,34.5,18,118,6.83,4.15
76,232,4.7,38.5,17,122,,
70,180,4.44,34.5,,123,7.07,4.2
74,306,5.5,27,29,96,7.66,4.58
76,309,5.24,,,,,
74,218,4.55,37,22,120,7.21,4.27
78,305,5.04,33.5,24,113,7.72,4.56
72,179,4.64,34,,123,6.97,4.26
76,307,5.2,29.5,31,113,7.56,4.58
74,260,4.9,,,,,
76,336,5.28,,,,,
69,176,4.46,33.5,15,120,6.81,4.2
70,209,4.44,,,,,
73,215,4.52,35,19,126,7.04,4.07
70,200,4.44,33,21,116,,4.33
75,297,5.03,,,,,
74,213,4.75,,,,,
77,314,5.16,29.5,21,106,8,4.7
77,237,4.49,33.5,13,119,6.89,4.45
71,182,4.53,36.5,,122,6.88,4.12
77,235,4.64,36.5,24,125,,
75,262,4.81,37,20,117,7.24,4.38
73,202,4.62,33.5,12,108,7.18,4.41
73,222,4.52,,17,,,
77,246,4.72,36,22,121,7.28,4.28
72,195,4.81,32,,110,7.12,4.2
73,234,4.6,35,26,117,7.15,4.36
72,198,4.6,41,16,132,6.86,4.15
75,204,4.87,,,,,
74,292,4.97,,,,,
75,307,4.91,,27,,,
70,192,4.56,36.5,11,114,6.63,4.21
75,247,4.6,35,,123,7.07,4.16
73,191,4.64,32,13,108,7.15,4.36
73,183,4.56,,,,,
76,330,5.19,29.5,26,102,7.51,4.62
67,199,4.8,33,,113,7.2,4.38
77,329,5.61,,,,,
79,321,5.46,28.5,16,96,8.28,4.87
70,198,4.63,30.5,19,116,7.19,4.4
72,231,4.59,33.5,19,120,6.68,4
73,244,4.83,32,23,111,7.35,4.27
77,254,4.81,,26,,,
77,309,5.39,,35,,,
73,236,4.68,38,20,124,6.78,4.15
70,180,4.55,32.5,,120,6.81,4.21
72,226,4.83,27,,111,7.17,4.4
74,250,4.68,33.5,,125,,4.65
72,218,4.62,,17,,,
72,237,4.68,,31,,6.99,4.15
77,307,5.12,31,26,104,7.87,4.64
75,226,4.63,36,,120,6.93,3.98
77,252,4.57,,25,,,
75,275,4.88,31,16,111,7.39,4.58
72,247,5.02,31.5,30,110,7.24,4.33
76,330,5.52,25,,96,,
79,261,4.83,37.5,26,121,7.53,4.5
70,200,4.57,33,21,109,6.95,4.4
73,304,5.06,31,30,112,7.37,4.56
73,198,4.72,33.5,15,116,7.18,4.15
74,206,5.02,,,,,
72,188,4.52,41.5,,130,6.79,3.89
70,215,4.7,36.5,26,120,7.09,4.13
69,207,4.54,33.5,,121,,
73,224,4.5,41.5,25,127,6.82,4.27
75,245,4.95,32,19,115,7.25,4.33
74,231,4.61,31.5,20,112,,4.2
70,182,4.63,32.5,8,119,6.91,4.19
73,199,4.43,44.5,,147,6.78,3.94
75,279,4.76,32.5,32,120,7.44,4.55
72,232,4.61,38,19,124,,
74,253,4.93,,,,,
77,310,5.48,,,,,
77,255,4.79,,,,,
77,246,4.75,,17,,,
72,216,5.16,,,,,
72,208,4.42,34.5,,118,7.22,4.32
76,214,4.58,33.5,16,119,7.11,4.28
74,192,4.61,36,10,114,6.92,4.13
70,182,4.4,35.5,,121,6.89,4.07
72,192,4.51,34,12,120,6.98,4.27
74,221,5.08,,,,,
76,314,4.99,26.5,30,106,7.3,4.44
76,248,4.99,31.5,,113,7.3,4.51
72,211,4.4,34,17,118,7.51,4.5
68,213,4.62,37,22,115,7.52,4.37
71,201,4.44,38,17,130,6.83,4.07
76,301,5.08,,,,,
78,229,5.14,31,,105,7.29,4.39
75,196,4.93,,,,,
76,222,4.52,36,,121,6.87,4.11
73,203,4.58,33.5,16,114,7,4.18
76,307,4.98,30.5,30,108,7.33,4.47
73,207,4.54,37.5,12,124,6.96,4.15
77,309,5.52,17.5,,84,8.19,5.12
76,259,4.85,32,23,112,7.47,4.58
74,224,4.67,35.5,,117,6.93,4.13
75,313,5.54,22.5,,97,8.2,5.01
72,210,4.41,38,16,122,6.96,4.08
69,195,4.51,36,17,130,6.8,3.82
77,338,5.21,32,24,109,8.16,5.07
71,195,4.63,33,19,112,7.01,4.26
76,246,4.66,40.5,16,121,7.21,4.27
74,303,5.33,27,29,104,8.2,4.75
77,307,5.51,25,,97,7.91,4.87
72,221,4.55,40.5,,121,6.97,4.21
77,305,5.14,31,36,112,7.6,4.5
72,215,4.54,32.5,,121,7.07,4.25
69,198,4.61,29,11,109,,4.4
77,326,5.44,27.5,,94,8.1,4.91
70,197,4.49,34.5,19,115,6.88,4.07
70,156,4.28,36,,127,7.02,4.15
74,307,5.02,34,26,114,7.67,4.69
74,232,4.56,,24,,,
75,252,4.93,30.5,21,110,7.4,4.5
75,267,4.62,39,25,127,7.36,4.19
77,306,4.98,,23,,,
75,250,4.8,31.5,,115,7.28,4.43
77,323,5.16,28,,100,8.26,4.9
76,227,5.12,,,,,
75,209,4.45,36.5,17,125,,
73,308,5.38,29,34,103,,
79,313,5.18,31,,105,8.01,4.62
74,212,,,,,,
71,236,4.78,32,27,113,,
72,197,4.53,37.5,17,121,7.08,4.08
72,191,4.61,32.5,7,119,6.8,4
75,230,4.87,34,,121,6.91,4.13
77,329,5.17,30,28,105,7.88,4.68
73,298,5,31,26,107,8,
77,229,5.18,,,,,
77,307,5.09,31,25,113,7.9,4.66
77,335,5.32,26.5,26,95,8.09,4.89
74,208,4.6,35,11,125,7.12,4.23
74,251,4.58,38,17,118,7.25,4.37
72,240,4.78,31,19,110,7.07,4.39
71,196,4.46,38,14,120,6.83,4.07
69,215,4.65,35.5,15,116,,
75,245,4.68,,21,,,
77,269,4.89,,22,,,
71,211,4.65,32,13,111,6.74,4.22
75,283,5.16,32.5,,106,7.57,4.41
72,210,5.02,,,,,
79,324,5.34,,28,,,
75,245,4.61,37,20,121,7.49,4.38
68,217,4.7,32,21,113,,
71,195,4.57,36.5,14,122,7.1,4.28
76,227,5.06,,,,,
73,205,4.45,39,19,125,6.7,3.97
72,218,4.68,27.5,17,110,7.35,4.58
76,269,4.75,32.5,25,119,7.25,4.47
74,240,4.65,34.5,20,120,7.11,4.2
78,311,5.36,29,23,97,7.54,4.58
74,209,4.56,32.5,,123,7.04,
75,248,4.65,36,,119,7.29,4.49
77,319,5.05,,23,,,
72,204,4.62,33,15,121,7.08,4.11
72,201,4.44,37.5,26,130,7.01,4.12
76,338,5.74,,26,,,
74,339,5.64,30.5,34,95,7.99,4.65
76,315,5.39,29,17,94,8.04,4.7
71,199,4.62,,14,,,
77,245,4.84,33,,114,7.5,4.6
76,321,5.12,29.5,35,105,7.92,4.76
71,218,4.57,30.5,,115,,
74,226,4.52,,,,,
70,187,4.37,36,18,124,6.96,4.26
70,200,4.61,,,,,
72,196,4.42,39,10,122,,4.15
78,338,5.27,32,26,109,7.95,4.79
77,271,4.74,34,24,121,7.07,4.28
72,195,4.6,36.5,15,124,6.97,3.96
76,274,4.83,29,23,113,7.42,4.66
72,236,4.81,35,25,120,7.66,
74,217,4.44,42,,123,,
73,304,5.19,30,29,106,7.78,4.71
72,189,4.5,33,,118,,
73,221,4.53,,,124,,
74,249,4.91,30.5,20,112,,
76,250,4.83,,20,,,
72,228,4.64,33.5,,117,6.99,4.08
77,324,5.35,29,29,97,,4.92
78,263,4.98,30.5,19,110,7.46,4.54
75,323,5.33,31.5,25,103,8.17,4.87
79,269,4.91,32.5,24,117,7.32,4.48
73,290,4.96,32,,105,7.4,4.3
74,246,4.57,42.5,26,132,,
77,251,4.83,36.5,,121,7.59,4.37
71,222,4.69,,23,,,
75,247,4.81,37.5,14,109,7.07,4.26
76,251,4.79,35,20,120,7.32,4.57
78,238,4.46,37,12,125,7.07,4.25
77,319,5.25,27,25,103,7.91,4.78
76,247,4.99,32.5,17,110,7.2,4.31
72,186,4.31,38,19,122,7.06,4.39
71,193,4.44,34.5,,118,6.97,4.18
69,183,4.63,35.5,18,121,,
75,215,4.35,36.5,23,123,6.92,4.14
71,197,4.59,37,15,128,6.95,4.11
77,327,5.34,26,27,97,,5.15
73,230,4.48,33.5,16,117,7.16,4.46
77,302,4.97,29.5,,106,7.59,4.53
76,249,4.78,34.5,17,117,7.3,4.37
72,194,4.57,40,12,132,7.08,4.28
67,195,4.49,33.5,18,119,6.84,4.12
72,245,4.77,37,22,119,7.21,4.2
74,205,4.58,36,,125,6.94,4.22
74,237,4.77,35,23,111,,4.51
76,231,4.97,28.5,,103,7.16,4.36
74,211,4.59,,12,,,
75,300,5.07,26.5,34,100,7.73,4.56
73,226,4.61,36,22,117,7.19,4.22
71,223,4.6,41,25,121,7.08,4.14
78,284,5.1,29.5,25,108,7.55,4.62
71,200,4.83,29.5,,114,6.82,4.2
77,247,4.64,32.5,,117,7.05,4.31
69,197,4.66,34.5,13,116,6.95,4.14
72,207,4.96,,,,,
70,190,4.43,,11,,,
72,232,4.64,28.5,17,104,,
77,326,5.57,24,25,95,8.04,4.9
73,217,4.84,28,,110,7.06,4.33
73,294,5.29,26.5,23,101,7.9,4.73
75,196,4.67,33,,127,7.4,4.28
74,230,4.59,38,16,119,,
73,199,4.4,,13,,,
69,182,4.72,33,,123,,
76,285,5.23,30,20,111,7.46,4.73
70,228,4.64,32.5,20,111,7,4.21
77,264,4.87,,20,,,
77,321,5.28,25.5,20,103,7.96,4.71
71,199,4.52,,16,,,
77,311,4.98,28,,104,8.15,5.11
73,311,5.05,27.5,31,113,8.05,4.82
74,284,5.15,30,32,113,7.95,4.53
74,298,5.36,27.5,29,99,7.52,4.53
69,193,4.47,35,10,123,7.16,4.22
74,302,5.33,28.5,24,96,7.52,4.69
73,235,4.7,37.5,21,121,7.07,4.36
71,219,4.56,,22,,,
77,269,4.86,32,24,120,6.89,4.21
73,197,4.58,34,11,119,6.9,4.35
72,212,4.77,32,,110,,4.4
73,211,4.5,36,16,124,6.91,4.21
75,250,4.73,35.5,20,121,6.9,4.2
75,303,5.01,28,25,108,7.31,4.27
76,231,4.94,31,,113,7.17,4.53
72,245,4.89,28.5,19,110,6.99,4.11
74,194,4.48,,,,,
73,229,4.77,31,18,110,7.07,4.28
71,192,4.33,35,19,115,7.03,4.19
72,206,4.76,33,14,114,7.08,4.33
79,291,5.05,32,,116,7.51,4.47
75,285,4.93,32,23,116,7.31,4.56
72,206,4.56,30.5,20,115,7.22,4.31
72,193,4.46,31.5,,,,
72,212,4.53,36.5,19,122,7.1,4.4
72,199,4.64,36,17,123,,
76,323,5.33,29.5,26,104,7.82,4.76
76,234,4.62,36,12,123,6.49,4.2
72,192,4.58,33.5,14,,,
76,251,4.82,35,23,115,6.97,4.25
76,232,4.58,34,16,116,,
73,193,4.49,38,16,124,7.03,4.09
72,211,4.5,35.5,14,120,,
71,227,4.63,,19,,,
73,218,4.48,,19,,,
72,212,4.56,,,,,
78,295,5.27,,20,,,
77,316,5.16,,18,,,
75,314,5.06,28.5,29,102,,4.62
77,307,5.18,,22,,,
71,194,4.42,40.5,17,129,,
74,311,5.03,29.5,25,109,7.53,4.52
70,217,4.59,28.5,18,113,,
78,308,5,30,25,103,7.63,4.57
76,217,4.79,33,,113,7.21,4.28
71,203,4.52,31,15,115,,
76,303,5.17,25,19,102,7.85,4.89
68,207,4.47,34,17,112,7.26,4.58
75,205,4.47,31.5,14,119,,
75,243,4.69,33,21,108,,
75,248,4.82,31.5,21,111,6.8,4.31
72,186,4.88,,,,,
73,226,4.58,27,16,114,,
72,187,4.43,36.5,,119,,
76,304,5.18,31,28,109,7.64,4.77
71,243,4.86,32,16,112,7.33,4.54
73,201,4.46,37.5,21,126,6.64,3.97
73,188,4.42,38.5,11,124,6.6,4.22
73,293,5.07,30,21,102,7.44,4.5
79,310,5.23,29,20,101,7.7,4.76
72,210,4.53,,11,121,,
70,215,4.56,37.5,18,121,6.97,4.28
76,221,5.04,,,,,
74,202,4.5,41,14,131,6.84,4.08
77,277,4.86,,,,,
75,213,5.22,27,,103,7.49,4.52
73,210,4.45,34.5,10,123,7.04,4.21
78,315,5.27,27,30,100,7.88,4.66
76,234,4.56,32,,122,7.19,4.25
74,231,4.72,33.5,12,118,6.97,4.24
76,209,4.98,,,,,
78,310,5.26,27.5,,97,,
73,188,4.55,41,,125,6.93,3.94
72,225,4.47,32.5,,118,,
70,192,4.41,39,17,130,,
77,245,4.72,34.5,15,121,,
71,183,4.96,,,,,
74,271,4.92,35.5,23,113,7.06,4.39
76,230,4.5,40,,130,7.2,4.42
69,198,4.48,34.5,21,120,,
78,244,4.6,39.5,,127,,
75,249,4.91,30.5,11,118,,
70,193,4.57,35.5,14,117,6.75,4.07
72,217,4.53,,18,,,
74,240,4.97,29,,113,,
71,187,4.48,,15,,,
72,186,4.32,33.5,10,126,6.93,4.27
76,312,5.32,29,30,99,7.62,4.64
75,220,4.53,36.5,14,128,7.3,4.33
78,307,5.13,25,23,106,7.63,4.63
76,215,4.82,27,,110,7.17,4.47
73,242,4.69,34.5,30,118,7.05,4.51
76,287,4.88,,,,,
74,209,4.34,35.5,13,129,,
75,321,5.2,21.5,28,98,8.07,4.98
77,248,4.9,29.5,,106,,
74,239,4.71,33,17,120,7.1,4.45
76,223,4.78,31,,114,7.04,4.33
70,198,4.86,,,,,
78,304,5.16,27.5,,111,7.47,4.47
74,199,4.68,37,,127,7.07,4.06
73,309,4.93,34.5,29,109,7.9,4.7
71,176,4.56,38.5,,124,6.82,4.06
78,305,5.23,23.5,23,100,8.19,4.89
77,293,5.02,33,26,113,7.44,4.52
77,244,4.71,30.5,18,115,6.88,4.31
77,250,4.79,,13,,,
75,303,5,30.5,28,110,7.57,4.53
75,247,4.54,37,22,130,7.2,4.38
73,259,4.82,,,,,
78,249,4.77,,,,,
73,196,4.64,32,13,116,,
75,218,4.78,32.5,,113,6.9,4.31
73,190,4.54,31.5,8,123,,
76,254,4.72,33,19,117,7,4.32
73,201,4.54,32.5,13,115,7.15,4.28
72,201,4.58,33,11,122,7.18,4.15
72,230,4.57,34,16,122,,
78,324,5.27,32.5,24,109,,4.75
72,239,4.9,31,22,113,,4.47
71,188,4.68,35.5,,123,,
72,189,4.37,,10,116,,
70,204,4.5,39,15,130,,3.98
75,299,5.03,28,32,108,7.78,4.71
73,245,4.56,,19,,,
76,273,5.06,31.5,20,113,7.4,4.77
77,313,5.38,26,20,97,,
73,238,4.81,34,30,119,7.28,4.32
76,291,4.95,29,24,,7.95,4.37
75,259,4.8,36.5,16,121,,
72,238,4.64,,,,,
76,314,5.32,26,25,96,7.84,4.75
73,234,4.81,,,,,4.52
77,301,5.21,30.5,24,104,7.31,4.6
77,253,4.81,36,,,,
75,209,4.65,33.5,9,,6.99,4.14
78,310,5.03,24.5,26,106,7.44,4.62
70,197,4.49,33,10,116,6.71,4.21
73,222,4.59,33,,120,,
69,186,4.33,36,19,123,7.25,4.25
70,205,4.57,,,,,
75,275,4.73,35,30,109,7.67,4.52
77,295,5.01,25,26,106,7.32,4.58
74,212,4.95,,,,,
75,317,5.32,27.5,12,107,8.3,4.83
78,285,4.87,30,25,111,7.03,4.25
76,216,4.62,31.5,16,124,7.06,
76,311,5.03,30,26,103,7.58,4.59
73,220,4.89,29.5,,104,7.32,4
74,217,4.65,38,22,127,6.93,4.18
70,207,4.5,37.5,,123,7.05,4.29
72,236,4.72,,27,,,
76,335,5.55,22.5,19,94,8.72,5.06
73,197,4.61,,,,,
74,243,4.73,32,19,120,7.16,4.22
73,240,4.95,27.5,,110,7.05,4.38
72,209,4.46,41.5,23,135,7.22,4.26
76,311,5.32,29,,100,7.76,4.63
74,203,4.64,31,,111,7.13,4.2
73,320,5.24,,,,,
75,269,4.7,33,,120,7.16,4.21
73,232,4.47,35.5,17,133,7.12,4.2
78,312,5.22,29.5,27,100,7.94,4.72
72,201,4.57,33.5,8,116,,
72,197,4.39,35.5,15,129,,
75,238,4.73,29.5,,114,7.11,4.32
70,202,4.75,36,8,120,7.18,4.15
73,241,4.78,32,19,116,7.5,4.56
74,215,4.43,38,18,132,,
78,296,4.87,32.5,30,114,7.26,4.38
72,201,4.54,,,,,
73,214,4.74,,,,,
79,244,4.86,36,,118,7.14,4.26
72,223,4.53,,24,,,
72,287,4.96,,29,,,
75,247,4.73,,,,,
76,247,4.77,34.5,18,121,7,4.33
69,201,4.42,,17,,,
70,200,4.6,37.5,16,125,6.8,4.13
71,219,4.31,30.5,25,,,
76,299,5.22,28,28,97,7.57,4.72
74,237,4.71,28.5,22,113,6.98,4.2
79,316,5.54,27.5,19,99,8.38,4.97
72,238,4.81,31,22,112,7.19,4.5
75,338,5.34,23.5,33,104,,5.13
78,239,4.8,34.5,,128,7.01,4
77,250,4.83,,17,,,
76,306,5.11,33,33,109,7.5,4.65
76,207,4.55,35,12,123,7.08,4.63
73,248,4.83,,21,,,
72,182,4.65,35.5,6,118,7.44,4.43
73,201,4.5,35,17,123,6.65,4.07
72,191,4.61,37,16,123,6.86,4
72,198,4.45,36,15,129,6.94,4.34
76,212,5.1,,,,,
73,206,4.53,37,10,130,6.76,4.2
76,262,,,,,,
73,232,4.76,,,,,
78,305,5.19,,23,,,
71,199,4.49,39.5,15,124,7.08,4.05
79,277,4.84,28.5,21,114,7.27,4.37
72,211,4.62,38,17,132,7.09,4.38
79,322,5.39,26.5,32,103,8.55,5.15
77,285,4.94,30,20,114,7.53,4.78
74,252,4.75,34.5,26,118,7.35,4.5
75,235,4.74,41,14,116,7.04,4.38
75,294,4.87,35,28,116,,
73,241,4.8,29.5,19,114,,4.52
74,223,4.48,35,17,123,6.9,4.13
75,219,5.05,,,,,
80,287,4.96,32,23,123,7.53,4.56
74,186,4.96,,,,,
73,246,4.86,32,,119,7.24,4.4
76,314,5.17,,23,,,
76,273,4.63,35.5,20,121,7.26,4.5
77,265,4.9,33,23,120,7.38,4.53
76,273,4.88,,,,,
74,223,4.61,34,18,123,7.15,4.47
70,231,5.05,31,22,113,,
73,207,4.47,34.5,,121,7.08,4.33
74,209,4.45,35.5,12,122,6.96,4.46
70,208,4.54,32,19,124,,
76,254,4.68,33.5,20,124,,
70,181,4.58,35.5,14,121,6.94,4.31
74,265,4.99,28,17,108,7.74,4.69
75,211,4.46,34.5,15,120,7.03,4.25
74,226,4.79,32.5,,116,7.11,4.32
72,220,4.48,35.5,,121,,
72,198,4.73,32,19,117,,
73,247,4.72,31.5,,116,,4.28
73,209,4.41,41.5,14,135,6.94,4.18
73,299,5.03,34.5,28,118,7.44,4.59
75,327,5.33,29.5,30,99,7.9,4.71
71,182,4.45,,,,,
77,294,5.3,28,30,111,7.75,4.9
75,307,5.21,31,,104,7.77,4.75
75,303,5.02,32,24,113,8.28,4.82
77,324,5.36,28.5,30,100,8.42,4.83
73,171,4.49,35.5,,121,,
73,203,4.59,34.5,,123,6.77,4.19
76,307,5.2,26,22,106,7.8,4.74
71,192,4.49,,17,,,
76,206,4.54,29.5,12,112,7.18,4.33
71,185,4.5,35.5,19,116,,
76,253,4.74,35,23,124,7.1,4.33
73,244,4.76,33.5,22,111,7.11,4.3
73,199,4.54,32.5,17,116,,
76,303,5.19,26,,105,7.4,4.52
71,186,4.39,35,12,124,,4.18
71,198,4.58,32.5,12,116,7.12,4.19
74,194,4.55,33.5,11,114,,
77,324,5.22,30.5,22,112,,
70,194,4.48,41,20,123,7,4.35
72,216,4.58,33,18,119,,4.51
75,298,5.15,25,23,,7.9,4.97
74,202,4.61,40,16,126,6.58,3.85
72,203,4.53,37,11,120,7.08,4.19
75,305,5.39,24,27,103,7.89,4.76
79,329,5.42,23,17,92,8.36,5.12
70,208,4.47,33.5,14,120,6.83,4.28
75,235,4.77,34.5,19,120,,
71,189,4.47,36,18,122,6.88,4.09
74,223,4.67,,,,,
74,251,4.8,35,25,121,7.21,4.35
78,301,4.94,31.5,31,115,7.7,4.44
73,206,4.69,35,12,114,7.09,4.2
71,193,4.79,33,15,115,7.17,4.25
78,312,5.2,28.5,,,8.03,4.9
77,236,4.8,33.5,,115,7.29,4.33
71,227,4.8,30,23,116,7.3,4.46
78,234,5.02,29,,105,,
75,271,4.59,34,23,119,,
70,207,4.6,32,15,113,,
78,313,5.22,28,,103,7.9,4.78
75,212,4.57,35,18,126,6.8,4.13
75,286,4.98,35,,113,,
75,253,4.92,,18,,7.46,4.5
74,208,4.69,32.5,12,118,7.26,4.33
72,217,4.75,31,12,116,6.85,4.21
77,304,4.95,28.5,28,110,7.47,4.54
77,306,5.32,26,22,103,7.88,4.59
74,221,4.52,33,12,117,,
76,314,5.45,23.5,22,90,7.94,5.02
77,298,5.12,,22,,,
77,310,5.23,,,,,
76,330,5.58,19,30,88,,
71,246,4.68,32,26,108,,
78,320,5.26,29,23,113,8.26,5
76,329,5.19,29,17,110,8.03,4.59
78,257,4.76,30.5,17,111,7.05,4.2
74,239,4.72,31.5,,115,6.73,4
73,239,4.6,38.5,30,123,7.12,4.12
77,297,5.11,25,20,111,7.38,4.63
68,204,4.49,34.5,24,116,7.03,4.2
75,301,5.17,27,21,99,8.06,4.79
76,267,4.61,31,23,117,,
77,237,4.77,30.5,,118,6.86,4.15
75,298,5.12,,34,98,7.69,4.71
71,193,4.49,33,17,132,7.18,4.33
76,301,5.02,25.5,16,110,7.32,4.58
73,220,4.54,36.5,21,118,7.08,4.33
71,220,4.56,,16,,,
78,257,4.94,29.5,19,111,7.19,4.53
71,197,4.37,30.5,18,118,6.85,4.19
74,229,4.72,30,14,121,7.43,4.47
77,224,4.85,28,,113,,
75,231,4.8,31,,116,6.74,4.31
72,318,5.18,,,,,
73,204,4.64,35.5,14,123,6.98,4.15
74,291,4.91,34.5,22,117,7.32,4.27
69,183,4.46,34.5,9,118,6.8,3.93
77,328,5.39,,,,8.22,4.91
76,277,4.81,30.5,28,109,7.63,4.39
73,189,4.44,29.5,8,125,6.98,4.28
76,304,4.87,29,22,108,7.62,4.89
72,214,4.56,31.5,18,120,6.96,4.13
75,197,4.42,34.5,8,123,6.73,4.14
75,286,5,30,21,108,7.49,4.5
75,215,4.48,34.5,15,117,6.64,4.34
74,253,4.78,,,,,
75,241,4.63,30.5,16,116,6.88,4.25
75,323,5.34,25.5,35,102,7.83,4.93
75,301,5.23,27.5,24,107,8.13,4.9
72,202,4.43,34.5,16,132,6.81,4.14
75,210,,,,,,
70,195,4.45,32.5,15,115,6.76,4.08
80,353,5.58,23.5,22,92,8.31,5.21
75,259,4.88,31,,117,6.96,4.44
76,269,4.7,31.5,15,119,7.27,4.35
74,219,,31,,113,,
74,243,,,20,,,
75,246,4.67,33.5,21,118,6.92,4.3
78,304,5.23,29.5,23,96,8.02,4.94
77,297,4.95,28,,115,7.29,4.55
72,238,,29.5,20,111,7.02,4.43
73,203,4.68,34,9,125,6.73,4.21
77,250,4.82,31.5,20,121,7.2,4.37
75,247,4.65,37.5,21,127,6.75,
78,329,5.04,28,25,102,7.85,4.9
75,307,5.14,27,21,105,7.66,4.62
78,255,,34,24,,,
74,222,,,19,,7.07,4.33
72,231,4.7,31.5,17,120,,
76,273,4.94,34,19,115,7.24,4.44
71,238,4.65,37,,124,6.92,4.18
75,254,4.7,29,23,118,,
77,273,,28,17,106,7.9,4.84
77,316,,25,23,97,,
74,226,,31.5,20,116,,
76,199,,,,,,
77,246,,,,,,
71,182,4.41,37,13,119,,
75,242,4.74,29.5,25,120,7.2,4.44
72,218,4.58,37,23,130,,
73,218,4.64,35,19,122,,
75,241,4.68,,19,,,
78,277,4.92,33,25,116,7.17,4.39
75,204,4.47,35.5,10,132,6.7,4.09
75,220,,,20,,,
72,208,4.54,34,16,122,6.85,4.07
70,220,4.68,28.5,19,115,,
74,301,,,23,,,
66,179,4.42,31.5,11,118,,
73,195,4.45,34,10,122,,
76,295,4.81,,34,,,
72,195,4.44,37,11,129,6.68,4.18
73,233,4.65,29,20,113,,
70,210,4.49,30.5,22,116,7.27,4.53
74,322,5.36,24.5,26,99,8.02,4.88
75,234,4.67,35,15,125,7.03,4.29
75,247,4.55,32,17,116,7.09,4.47
74,214,4.45,36,17,124,,
79,318,5.45,27,18,106,7.57,4.69
75,219,4.44,41,19,136,6.82,4.28
74,235,4.91,30.5,11,110,7.18,4.38
75,271,,,,,,
73,208,,,21,,,
73,238,,,,,,
75,209,,,,,,
76,314,5.11,26,26,106,7.3,4.78
69,205,4.47,28,18,109,,
74,206,4.62,31,11,116,,
77,309,,,27,,,
75,216,4.64,33,,122,6.75,4.31
75,248,4.75,29.5,26,116,7.02,4.46
74,209,4.59,33.5,16,120,6.97,4.26
76,318,4.98,28.5,23,108,,
74,196,4.52,39.5,11,135,7.19,4.26
73,202,4.57,30.5,,116,7.29,4.55
75,257,4.88,30.5,,115,7.38,4.58
70,183,4.55,,,,,
75,303,5.32,23.5,22,99,7.94,4.71
